,Pos,Age,Starts,Player,urls,scouting_url,position_group
20,DF,20.0,3,Frederik Winther,https://fbref.com/en/players/a1257b5e/Frederik-Winther,https://fbref.com/en/players/a1257b5e/scout/365_euro/Frederik-Winther-Scouting-Report,Defender
21,"FW,MF",32.0,3,Alfred Finnbogason,https://fbref.com/en/players/f9e7c4ac/Alfred-Finnbogason,https://fbref.com/en/players/f9e7c4ac/scout/365_euro/Alfred-Finnbogason-Scouting-Report,Attacking Midfielders
22,"MF,FW",23.0,2,Fredrik Jensen,https://fbref.com/en/players/3eeb80e0/Fredrik-Jensen,https://fbref.com/en/players/3eeb80e0/scout/365_euro/Fredrik-Jensen-Scouting-Report,Attacking Midfielders
23,"FW,MF",23.0,2,Sergio Cordova,https://fbref.com/en/players/229cd98a/Sergio-Cordova,https://fbref.com/en/players/229cd98a/scout/365_euro/Sergio-Cordova-Scouting-Report,Attacking Midfielders
24,"MF,FW",24.0,1,Noah Joel Sarenren Bazee,https://fbref.com/en/players/fbbc8e15/Noah-Joel-Sarenren-Bazee,https://fbref.com/en/players/fbbc8e15/scout/365_euro/Noah-Joel-Sarenren-Bazee-Scouting-Report,Attacking Midfielders
25,DF,18.0,1,Lasse Gunther,https://fbref.com/en/players/00672803/Lasse-Gunther,https://fbref.com/en/players/00672803/scout/365_euro/Lasse-Gunther-Scouting-Report,Defender
26,MF,19.0,0,Tim Civeja,https://fbref.com/en/players/59a48c59/Tim-Civeja,https://fbref.com/en/players/59a48c59/scout/365_euro/Tim-Civeja-Scouting-Report,Central Midfielders
27,GK,20.0,0,Daniel Klein,https://fbref.com/en/players/ab679ecf/Daniel-Klein,https://fbref.com/en/players/ab679ecf/scout/365_euro/Daniel-Klein-Scouting-Report,GK
28,GK,28.0,0,Tomas Koubek,https://fbref.com/en/players/dc366c36/Tomas-Koubek,https://fbref.com/en/players/dc366c36/scout/365_euro/Tomas-Koubek-Scouting-Report,GK
29,MF,18.0,0,Dikeni Salifou,https://fbref.com/en/players/e1830c52/Dikeni-Salifou,https://fbref.com/en/players/e1830c52/scout/365_euro/Dikeni-Salifou-Scouting-Report,Central Midfielders
30,DF,20.0,0,Dominic Schmidt,https://fbref.com/en/players/49aba599/Dominic-Schmidt,https://fbref.com/en/players/49aba599/scout/365_euro/Dominic-Schmidt-Scouting-Report,Defender
0,GK,31.0,33,Peter Gulacsi,https://fbref.com/en/players/bcb2ccd8/Peter-Gulacsi,https://fbref.com/en/players/bcb2ccd8/scout/365_euro/Peter-Gulacsi-Scouting-Report,GK
1,"FW,MF",23.0,31,Christopher Nkunku,https://fbref.com/en/players/7c56da38/Christopher-Nkunku,https://fbref.com/en/players/7c56da38/scout/365_euro/Christopher-Nkunku-Scouting-Report,Attacking Midfielders
2,DF,28.0,30,Willi Orban,https://fbref.com/en/players/20030c06/Willi-Orban,https://fbref.com/en/players/20030c06/scout/365_euro/Willi-Orban-Scouting-Report,Defender
3,DF,19.0,28,Josko Gvardiol,https://fbref.com/en/players/5ad50391/Josko-Gvardiol,https://fbref.com/en/players/5ad50391/scout/365_euro/Josko-Gvardiol-Scouting-Report,Defender
4,DF,24.0,26,Angelino,https://fbref.com/en/players/30941e96/Angelino,https://fbref.com/en/players/30941e96/scout/365_euro/Angelino-Scouting-Report,Defender
5,MF,30.0,25,Kevin Kampl,https://fbref.com/en/players/b825a650/Kevin-Kampl,https://fbref.com/en/players/b825a650/scout/365_euro/Kevin-Kampl-Scouting-Report,Central Midfielders
6,FW,25.0,24,Andre Silva,https://fbref.com/en/players/3effaa34/Andre-Silva,https://fbref.com/en/players/3effaa34/scout/365_euro/Andre-Silva-Scouting-Report,Forwards
7,DF,21.0,23,Mohamed Simakan,https://fbref.com/en/players/fcb27134/Mohamed-Simakan,https://fbref.com/en/players/fcb27134/scout/365_euro/Mohamed-Simakan-Scouting-Report,Defender
8,DF,23.0,21,Nordi Mukiele,https://fbref.com/en/players/ac73ec79/Nordi-Mukiele,https://fbref.com/en/players/ac73ec79/scout/365_euro/Nordi-Mukiele-Scouting-Report,Defender
9,"MF,FW",29.0,20,Emil Forsberg,https://fbref.com/en/players/9a2e0ccc/Emil-Forsberg,https://fbref.com/en/players/9a2e0ccc/scout/365_euro/Emil-Forsberg-Scouting-Report,Attacking Midfielders
10,DF,25.0,17,Lukas Klostermann,https://fbref.com/en/players/ca8033cb/Lukas-Klostermann,https://fbref.com/en/players/ca8033cb/scout/365_euro/Lukas-Klostermann-Scouting-Report,Defender
11,"MF,FW",20.0,15,Dominik Szoboszlai,https://fbref.com/en/players/934e1968/Dominik-Szoboszlai,https://fbref.com/en/players/934e1968/scout/365_euro/Dominik-Szoboszlai-Scouting-Report,Attacking Midfielders
12,MF,23.0,15,Amadou Haidara,https://fbref.com/en/players/92432bc6/Amadou-Haidara,https://fbref.com/en/players/92432bc6/scout/365_euro/Amadou-Haidara-Scouting-Report,Central Midfielders
13,MF,24.0,15,Konrad Laimer,https://fbref.com/en/players/c1b7847c/Konrad-Laimer,https://fbref.com/en/players/c1b7847c/scout/365_euro/Konrad-Laimer-Scouting-Report,Central Midfielders
14,MF,22.0,12,Tyler Adams,https://fbref.com/en/players/2b09d998/Tyler-Adams,https://fbref.com/en/players/2b09d998/scout/365_euro/Tyler-Adams-Scouting-Report,Central Midfielders
15,DF,24.0,12,Benjamin Henrichs,https://fbref.com/en/players/0a89e877/Benjamin-Henrichs,https://fbref.com/en/players/0a89e877/scout/365_euro/Benjamin-Henrichs-Scouting-Report,Defender
16,FW,27.0,12,Yussuf Poulsen,https://fbref.com/en/players/d2416c2e/Yussuf-Poulsen,https://fbref.com/en/players/d2416c2e/scout/365_euro/Yussuf-Poulsen-Scouting-Report,Forwards
17,MF,23.0,7,Dani Olmo,https://fbref.com/en/players/ae44e8e2/Dani-Olmo,https://fbref.com/en/players/ae44e8e2/scout/365_euro/Dani-Olmo-Scouting-Report,Central Midfielders
18,DF,29.0,5,Marcel Halstenberg,https://fbref.com/en/players/8ff2354e/Marcel-Halstenberg,https://fbref.com/en/players/8ff2354e/scout/365_euro/Marcel-Halstenberg-Scouting-Report,Defender
19,"MF,FW",18.0,1,Hugo Novoa,https://fbref.com/en/players/5458f670/Hugo-Novoa,https://fbref.com/en/players/5458f670/scout/365_euro/Hugo-Novoa-Scouting-Report,Attacking Midfielders
20,FW,19.0,1,Brian Brobbey,https://fbref.com/en/players/4c184730/Brian-Brobbey,https://fbref.com/en/players/4c184730/scout/365_euro/Brian-Brobbey-Scouting-Report,Forwards
21,GK,23.0,1,Josep Martinez,https://fbref.com/en/players/11d8aff0/Josep-Martinez,https://fbref.com/en/players/11d8aff0/scout/365_euro/Josep-Martinez-Scouting-Report,GK
22,FW,25.0,0,Hwang Hee chan,https://fbref.com/en/players/169fd162/Hwang-Hee-chan,https://fbref.com/en/players/169fd162/scout/365_euro/Hwang-Hee-chan-Scouting-Report,Forwards
23,"MF,FW",27.0,0,Marcel Sabitzer,https://fbref.com/en/players/e280527c/Marcel-Sabitzer,https://fbref.com/en/players/e280527c/scout/365_euro/Marcel-Sabitzer-Scouting-Report,Attacking Midfielders
24,MF,18.0,0,Ilaix Moriba,https://fbref.com/en/players/f4c69aa6/Ilaix-Moriba,https://fbref.com/en/players/f4c69aa6/scout/365_euro/Ilaix-Moriba-Scouting-Report,Central Midfielders
25,DF,19.0,0,Joscha Wosz,https://fbref.com/en/players/80c9e555/Joscha-Wosz,https://fbref.com/en/players/80c9e555/scout/365_euro/Joscha-Wosz-Scouting-Report,Defender
26,DF,17.0,0,Solomon Bonnah,https://fbref.com/en/players/dd7b6eb8/Solomon-Bonnah,https://fbref.com/en/players/dd7b6eb8/scout/365_euro/Solomon-Bonnah-Scouting-Report,Defender
27,MF,16.0,0,Sidney Raebiger,https://fbref.com/en/players/a8090a41/Sidney-Raebiger,https://fbref.com/en/players/a8090a41/scout/365_euro/Sidney-Raebiger-Scouting-Report,Central Midfielders
28,GK,35.0,0,Philipp Tschauner,https://fbref.com/en/players/73e2f6eb/Philipp-Tschauner,https://fbref.com/en/players/73e2f6eb/scout/365_euro/Philipp-Tschauner-Scouting-Report,GK
29,FW,20.0,0,Fabrice Hartmann,https://fbref.com/en/players/922935f5/Fabrice-Hartmann,https://fbref.com/en/players/922935f5/scout/365_euro/Fabrice-Hartmann-Scouting-Report,Forwards
30,FW,18.0,0,Mehmet Ibrahimi,https://fbref.com/en/players/2eb291c3/Mehmet-Ibrahimi,https://fbref.com/en/players/2eb291c3/scout/365_euro/Mehmet-Ibrahimi-Scouting-Report,Forwards
0,DF,25.0,33,Jonathan Tah,https://fbref.com/en/players/bd142efb/Jonathan-Tah,https://fbref.com/en/players/bd142efb/scout/365_euro/Jonathan-Tah-Scouting-Report,Defender
1,GK,31.0,32,Lukas Hradecky,https://fbref.com/en/players/ad3389d5/Lukas-Hradecky,https://fbref.com/en/players/ad3389d5/scout/365_euro/Lukas-Hradecky-Scouting-Report,GK
2,"FW,MF",22.0,32,Moussa Diaby,https://fbref.com/en/players/aeed5c06/Moussa-Diaby,https://fbref.com/en/players/aeed5c06/scout/365_euro/Moussa-Diaby-Scouting-Report,Attacking Midfielders
3,FW,25.0,26,Patrik Schick,https://fbref.com/en/players/5d4f7d61/Patrik-Schick,https://fbref.com/en/players/5d4f7d61/scout/365_euro/Patrik-Schick-Scouting-Report,Forwards
4,DF,20.0,25,Jeremie Frimpong,https://fbref.com/en/players/74f2e748/Jeremie-Frimpong,https://fbref.com/en/players/74f2e748/scout/365_euro/Jeremie-Frimpong-Scouting-Report,Defender
5,MF,28.0,23,Kerem Demirbay,https://fbref.com/en/players/54b4dc4e/Kerem-Demirbay,https://fbref.com/en/players/54b4dc4e/scout/365_euro/Kerem-Demirbay-Scouting-Report,Central Midfielders
6,"MF,FW",18.0,22,Florian Wirtz,https://fbref.com/en/players/e7fcf289/Florian-Wirtz,https://fbref.com/en/players/e7fcf289/scout/365_euro/Florian-Wirtz-Scouting-Report,Attacking Midfielders
7,MF,26.0,21,Robert Andrich,https://fbref.com/en/players/e0b113a7/Robert-Andrich,https://fbref.com/en/players/e0b113a7/scout/365_euro/Robert-Andrich-Scouting-Report,Central Midfielders
8,DF,20.0,20,Odilon Kossonou,https://fbref.com/en/players/1f3afdcb/Odilon-Kossonou,https://fbref.com/en/players/1f3afdcb/scout/365_euro/Odilon-Kossonou-Scouting-Report,Defender
9,DF,19.0,20,Piero Hincapie,https://fbref.com/en/players/0c7a48f8/Piero-Hincapie,https://fbref.com/en/players/0c7a48f8/scout/365_euro/Piero-Hincapie-Scouting-Report,Defender
10,DF,21.0,19,Mitchel Bakker,https://fbref.com/en/players/a8567629/Mitchel-Bakker,https://fbref.com/en/players/a8567629/scout/365_euro/Mitchel-Bakker-Scouting-Report,Defender
11,DF,22.0,19,Edmond Tapsoba,https://fbref.com/en/players/a73c8f95/Edmond-Tapsoba,https://fbref.com/en/players/a73c8f95/scout/365_euro/Edmond-Tapsoba-Scouting-Report,Defender
12,MF,32.0,16,Charles Aranguiz,https://fbref.com/en/players/56413b1f/Charles-Aranguiz,https://fbref.com/en/players/56413b1f/scout/365_euro/Charles-Aranguiz-Scouting-Report,Central Midfielders
13,"FW,MF",21.0,14,Paulinho,https://fbref.com/en/players/53070b63/Paulinho,https://fbref.com/en/players/53070b63/scout/365_euro/Paulinho-Scouting-Report,Attacking Midfielders
14,"FW,MF",21.0,13,Amine Adli,https://fbref.com/en/players/dcfb17f4/Amine-Adli,https://fbref.com/en/players/dcfb17f4/scout/365_euro/Amine-Adli-Scouting-Report,Attacking Midfielders
15,MF,22.0,12,Exequiel Palacios,https://fbref.com/en/players/e82adcab/Exequiel-Palacios,https://fbref.com/en/players/e82adcab/scout/365_euro/Exequiel-Palacios-Scouting-Report,Central Midfielders
16,"FW,DF",31.0,9,Karim Bellarabi,https://fbref.com/en/players/bee0bab1/Karim-Bellarabi,https://fbref.com/en/players/bee0bab1/scout/365_euro/Karim-Bellarabi-Scouting-Report,Wing-Back
17,FW,28.0,5,Lucas Alario,https://fbref.com/en/players/834d0be5/Lucas-Alario,https://fbref.com/en/players/834d0be5/scout/365_euro/Lucas-Alario-Scouting-Report,Forwards
18,"FW,MF",26.0,4,Sardar Azmoun,https://fbref.com/en/players/10549b49/Sardar-Azmoun,https://fbref.com/en/players/10549b49/scout/365_euro/Sardar-Azmoun-Scouting-Report,Attacking Midfielders
19,"MF,FW",24.0,3,Nadiem Amiri,https://fbref.com/en/players/555d5edd/Nadiem-Amiri,https://fbref.com/en/players/555d5edd/scout/365_euro/Nadiem-Amiri-Scouting-Report,Attacking Midfielders
20,DF,26.0,3,Daley Sinkgraven,https://fbref.com/en/players/73000a79/Daley-Sinkgraven,https://fbref.com/en/players/73000a79/scout/365_euro/Daley-Sinkgraven-Scouting-Report,Defender
21,GK,22.0,1,Lennart Grill,https://fbref.com/en/players/37998008/Lennart-Grill,https://fbref.com/en/players/37998008/scout/365_euro/Lennart-Grill-Scouting-Report,GK
22,GK,29.0,1,Andrey Lunyov,https://fbref.com/en/players/8a6ab963/Andrey-Lunyov,https://fbref.com/en/players/8a6ab963/scout/365_euro/Andrey-Lunyov-Scouting-Report,GK
23,MF,33.0,1,Julian Baumgartlinger,https://fbref.com/en/players/69374ff5/Julian-Baumgartlinger,https://fbref.com/en/players/69374ff5/scout/365_euro/Julian-Baumgartlinger-Scouting-Report,Central Midfielders
24,DF,23.0,0,Timothy Fosu Mensah,https://fbref.com/en/players/a9142dc3/Timothy-Fosu-Mensah,https://fbref.com/en/players/a9142dc3/scout/365_euro/Timothy-Fosu-Mensah-Scouting-Report,Defender
25,"DF,FW",22.0,0,Panagiotis Retsos,https://fbref.com/en/players/4bd00a50/Panagiotis-Retsos,https://fbref.com/en/players/4bd00a50/scout/365_euro/Panagiotis-Retsos-Scouting-Report,Wing-Back
26,"MF,FW",16.0,0,Zidan Sertdemir,https://fbref.com/en/players/eec1f7f4/Zidan-Sertdemir,https://fbref.com/en/players/eec1f7f4/scout/365_euro/Zidan-Sertdemir-Scouting-Report,Attacking Midfielders
27,FW,16.0,0,Iker Bravo,https://fbref.com/en/players/db8c8860/Iker-Bravo,https://fbref.com/en/players/db8c8860/scout/365_euro/Iker-Bravo-Scouting-Report,Forwards
28,FW,26.0,0,Joel Pohjanpalo,https://fbref.com/en/players/ea003d07/Joel-Pohjanpalo,https://fbref.com/en/players/ea003d07/scout/365_euro/Joel-Pohjanpalo-Scouting-Report,Forwards
29,MF,18.0,0,Sadik Fofana,https://fbref.com/en/players/9ed58e6b/Sadik-Fofana,https://fbref.com/en/players/9ed58e6b/scout/365_euro/Sadik-Fofana-Scouting-Report,Central Midfielders
30,FW,18.0,0,Emrehan Gedikli,https://fbref.com/en/players/62f94e47/Emrehan-Gedikli,https://fbref.com/en/players/62f94e47/scout/365_euro/Emrehan-Gedikli-Scouting-Report,Forwards
31,GK,28.0,0,Niklas Lomb,https://fbref.com/en/players/9321b8ed/Niklas-Lomb,https://fbref.com/en/players/9321b8ed/scout/365_euro/Niklas-Lomb-Scouting-Report,GK
32,"DF,MF",27.0,0,Mitchell Weiser,https://fbref.com/en/players/30c220c3/Mitchell-Weiser,https://fbref.com/en/players/30c220c3/scout/365_euro/Mitchell-Weiser-Scouting-Report,Defender
33,DF,28.0,0,Wendell,https://fbref.com/en/players/f9acca3a/Wendell,https://fbref.com/en/players/f9acca3a/scout/365_euro/Wendell-Scouting-Report,Defender
0,DF,28.0,33,Silvan Widmer,https://fbref.com/en/players/f68b64fc/Silvan-Widmer,https://fbref.com/en/players/f68b64fc/scout/365_euro/Silvan-Widmer-Scouting-Report,Defender
1,DF,29.0,33,Stefan Bell,https://fbref.com/en/players/857a5abe/Stefan-Bell,https://fbref.com/en/players/857a5abe/scout/365_euro/Stefan-Bell-Scouting-Report,Defender
2,GK,26.0,32,Robin Zentner,https://fbref.com/en/players/5c4bf6ba/Robin-Zentner,https://fbref.com/en/players/5c4bf6ba/scout/365_euro/Robin-Zentner-Scouting-Report,GK
3,"FW,MF",21.0,32,Jonathan Burkardt,https://fbref.com/en/players/05f99a4a/Jonathan-Burkardt,https://fbref.com/en/players/05f99a4a/scout/365_euro/Jonathan-Burkardt-Scouting-Report,Attacking Midfielders
4,DF,25.0,29,Moussa Niakhate,https://fbref.com/en/players/00242715/Moussa-Niakhate,https://fbref.com/en/players/00242715/scout/365_euro/Moussa-Niakhate-Scouting-Report,Defender
5,FW,29.0,28,Karim Onisiwo,https://fbref.com/en/players/f26834c7/Karim-Onisiwo,https://fbref.com/en/players/f26834c7/scout/365_euro/Karim-Onisiwo-Scouting-Report,Forwards
6,DF,24.0,25,Aaron Martin,https://fbref.com/en/players/2f3e911a/Aaron-Martin,https://fbref.com/en/players/2f3e911a/scout/365_euro/Aaron-Martin-Scouting-Report,Defender
7,DF,27.0,24,Alexander Hack,https://fbref.com/en/players/a5ec3ede/Alexander-Hack,https://fbref.com/en/players/a5ec3ede/scout/365_euro/Alexander-Hack-Scouting-Report,Defender
8,MF,22.0,20,Anton Stach,https://fbref.com/en/players/0f59a7bf/Anton-Stach,https://fbref.com/en/players/0f59a7bf/scout/365_euro/Anton-Stach-Scouting-Report,Central Midfielders
9,MF,21.0,20,Leandro Barreiro Martins,https://fbref.com/en/players/00242b75/Leandro-Barreiro-Martins,https://fbref.com/en/players/00242b75/scout/365_euro/Leandro-Barreiro-Martins-Scouting-Report,Central Midfielders
10,MF,27.0,19,Jean Paul Boetius,https://fbref.com/en/players/635f2732/Jean-Paul-Boetius,https://fbref.com/en/players/635f2732/scout/365_euro/Jean-Paul-Boetius-Scouting-Report,Central Midfielders
11,MF,27.0,19,Dominik Kohr,https://fbref.com/en/players/0fbecd11/Dominik-Kohr,https://fbref.com/en/players/0fbecd11/scout/365_euro/Dominik-Kohr-Scouting-Report,Central Midfielders
12,"MF,FW",28.0,19,Lee Jae sung,https://fbref.com/en/players/34b0387f/Lee-Jae-sung,https://fbref.com/en/players/34b0387f/scout/365_euro/Lee-Jae-sung-Scouting-Report,Attacking Midfielders
13,DF,24.0,9,Anderson Lucoqui,https://fbref.com/en/players/5569bf9a/Anderson-Lucoqui,https://fbref.com/en/players/5569bf9a/scout/365_euro/Anderson-Lucoqui-Scouting-Report,Defender
14,DF,24.0,7,Jerry St Juste,https://fbref.com/en/players/90339309/Jerry-St-Juste,https://fbref.com/en/players/90339309/scout/365_euro/Jerry-St-Juste-Scouting-Report,Defender
15,"FW,MF",25.0,6,Marcus Ingvartsen,https://fbref.com/en/players/271b8617/Marcus-Ingvartsen,https://fbref.com/en/players/271b8617/scout/365_euro/Marcus-Ingvartsen-Scouting-Report,Attacking Midfielders
16,"DF,MF",20.0,6,Niklas Tauer,https://fbref.com/en/players/27270af4/Niklas-Tauer,https://fbref.com/en/players/27270af4/scout/365_euro/Niklas-Tauer-Scouting-Report,Defender
17,DF,33.0,4,Daniel Brosinski,https://fbref.com/en/players/a7813ac4/Daniel-Brosinski,https://fbref.com/en/players/a7813ac4/scout/365_euro/Daniel-Brosinski-Scouting-Report,Defender
18,DF,20.0,2,David Nemeth,https://fbref.com/en/players/da76715c/David-Nemeth,https://fbref.com/en/players/da76715c/scout/365_euro/David-Nemeth-Scouting-Report,Defender
19,FW,33.0,2,Adam Szalai,https://fbref.com/en/players/53e07d0b/Adam-Szalai,https://fbref.com/en/players/53e07d0b/scout/365_euro/Adam-Szalai-Scouting-Report,Forwards
20,"MF,FW",18.0,2,Paul Nebel,https://fbref.com/en/players/1b6d8083/Paul-Nebel,https://fbref.com/en/players/1b6d8083/scout/365_euro/Paul-Nebel-Scouting-Report,Attacking Midfielders
21,GK,23.0,2,Finn Dahmen,https://fbref.com/en/players/dee3013b/Finn-Dahmen,https://fbref.com/en/players/dee3013b/scout/365_euro/Finn-Dahmen-Scouting-Report,GK
22,"MF,FW",27.0,1,Kevin Stoger,https://fbref.com/en/players/e5649a78/Kevin-Stoger,https://fbref.com/en/players/e5649a78/scout/365_euro/Kevin-Stoger-Scouting-Report,Attacking Midfielders
23,MF,20.0,0,Matondo Merveille Papela,https://fbref.com/en/players/b4b08774/Matondo-Merveille-Papela,https://fbref.com/en/players/b4b08774/scout/365_euro/Matondo-Merveille-Papela-Scouting-Report,Central Midfielders
24,FW,22.0,0,Delano Burgzorg,https://fbref.com/en/players/05e2d5ea/Delano-Burgzorg,https://fbref.com/en/players/05e2d5ea/scout/365_euro/Delano-Burgzorg-Scouting-Report,Forwards
25,MF,33.0,0,Stephan Furstner,https://fbref.com/en/players/18c2e247/Stephan-Furstner,https://fbref.com/en/players/18c2e247/scout/365_euro/Stephan-Furstner-Scouting-Report,Central Midfielders
26,FW,21.0,0,Luca Kilian,https://fbref.com/en/players/610aa1e9/Luca-Kilian,https://fbref.com/en/players/610aa1e9/scout/365_euro/Luca-Kilian-Scouting-Report,Forwards
27,MF,22.0,0,Romario Rosch,https://fbref.com/en/players/87ebfdb8/Romario-Rosch,https://fbref.com/en/players/87ebfdb8/scout/365_euro/Romario-Rosch-Scouting-Report,Central Midfielders
28,FW,18.0,0,Ben Bobzien,https://fbref.com/en/players/4f380a04/Ben-Bobzien,https://fbref.com/en/players/4f380a04/scout/365_euro/Ben-Bobzien-Scouting-Report,Forwards
29,GK,20.0,0,Lasse Finn Riess,https://fbref.com/en/players/25877714/Lasse-Finn-Riess,https://fbref.com/en/players/25877714/scout/365_euro/Lasse-Finn-Riess-Scouting-Report,GK
30,FW,21.0,0,Kaito Mizuta,https://fbref.com/en/players/157c807c/Kaito-Mizuta,https://fbref.com/en/players/157c807c/scout/365_euro/Kaito-Mizuta-Scouting-Report,Forwards
31,MF,18.0,0,Timothe Rupil,https://fbref.com/en/players/856cc666/Timothe-Rupil,https://fbref.com/en/players/856cc666/scout/365_euro/Timothe-Rupil-Scouting-Report,Central Midfielders
32,MF,18.0,0,Eniss Shabani,https://fbref.com/en/players/0c88efca/Eniss-Shabani,https://fbref.com/en/players/0c88efca/scout/365_euro/Eniss-Shabani-Scouting-Report,Central Midfielders
0,MF,24.0,27,Santiago Ascacibar,https://fbref.com/en/players/e26fcca3/Santiago-Ascacibar,https://fbref.com/en/players/e26fcca3/scout/365_euro/Santiago-Ascacibar-Scouting-Report,Central Midfielders
1,"MF,FW",24.0,27,Suat Serdar,https://fbref.com/en/players/b3325a30/Suat-Serdar,https://fbref.com/en/players/b3325a30/scout/365_euro/Suat-Serdar-Scouting-Report,Attacking Midfielders
2,DF,34.0,26,Peter Pekarik,https://fbref.com/en/players/c18d22f5/Peter-Pekarik,https://fbref.com/en/players/c18d22f5/scout/365_euro/Peter-Pekarik-Scouting-Report,Defender
3,GK,29.0,25,Alexander Schwolow,https://fbref.com/en/players/0d55d942/Alexander-Schwolow,https://fbref.com/en/players/0d55d942/scout/365_euro/Alexander-Schwolow-Scouting-Report,GK
4,MF,30.0,23,Vladimir Darida,https://fbref.com/en/players/3eb0f2df/Vladimir-Darida,https://fbref.com/en/players/3eb0f2df/scout/365_euro/Vladimir-Darida-Scouting-Report,Central Midfielders
5,"DF,MF",26.0,22,Niklas Stark,https://fbref.com/en/players/aad48be9/Niklas-Stark,https://fbref.com/en/players/aad48be9/scout/365_euro/Niklas-Stark-Scouting-Report,Defender
6,MF,24.0,22,Lucas Tousart,https://fbref.com/en/players/71ec39ef/Lucas-Tousart,https://fbref.com/en/players/71ec39ef/scout/365_euro/Lucas-Tousart-Scouting-Report,Central Midfielders
7,DF,30.0,22,Dedryck Boyata,https://fbref.com/en/players/7c473e12/Dedryck-Boyata,https://fbref.com/en/players/7c473e12/scout/365_euro/Dedryck-Boyata-Scouting-Report,Defender
8,"FW,MF",23.0,19,Marco Richter,https://fbref.com/en/players/f972644c/Marco-Richter,https://fbref.com/en/players/f972644c/scout/365_euro/Marco-Richter-Scouting-Report,Attacking Midfielders
9,DF,29.0,19,Marvin Plattenhardt,https://fbref.com/en/players/f7aa75bd/Marvin-Plattenhardt,https://fbref.com/en/players/f7aa75bd/scout/365_euro/Marvin-Plattenhardt-Scouting-Report,Defender
10,FW,29.0,17,Ishak Belfodil,https://fbref.com/en/players/ff182fdc/Ishak-Belfodil,https://fbref.com/en/players/ff182fdc/scout/365_euro/Ishak-Belfodil-Scouting-Report,Forwards
11,"DF,FW",24.0,16,Maximilian Mittelstadt,https://fbref.com/en/players/88d4144a/Maximilian-Mittelstadt,https://fbref.com/en/players/88d4144a/scout/365_euro/Maximilian-Mittelstadt-Scouting-Report,Wing-Back
12,FW,31.0,13,Stevan Jovetic,https://fbref.com/en/players/f36c432f/Stevan-Jovetic,https://fbref.com/en/players/f36c432f/scout/365_euro/Stevan-Jovetic-Scouting-Report,Forwards
13,DF,26.0,12,Marc Oliver Kempf,https://fbref.com/en/players/815c314f/Marc-Oliver-Kempf,https://fbref.com/en/players/815c314f/scout/365_euro/Marc-Oliver-Kempf-Scouting-Report,Defender
14,FW,26.0,10,Davie Selke,https://fbref.com/en/players/1238a3f9/Davie-Selke,https://fbref.com/en/players/1238a3f9/scout/365_euro/Davie-Selke-Scouting-Report,Forwards
15,GK,20.0,9,Marcel Lotka,https://fbref.com/en/players/5584552e/Marcel-Lotka,https://fbref.com/en/players/5584552e/scout/365_euro/Marcel-Lotka-Scouting-Report,GK
